Model,DPO2024
Firmware Version,1.25

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,2e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,50,
Label,,
TIME,CH1,CH1 Peak Detect
-9.69940e-05,-9,-7
-9.69920e-05,-9,-9
-9.69900e-05,-9,-7
-9.69880e-05,-9,-9
-9.69860e-05,-9,-7
-9.69840e-05,-9,-9
-9.69820e-05,-9,-7
-9.69800e-05,-9,-9
-9.69780e-05,-9,-7
-9.69760e-05,-9,-9
-9.69740e-05,-9,-7
-9.69720e-05,-9,-9
-9.69700e-05,-7,-7
-9.69680e-05,-7,-9
-9.69660e-05,-9,-7
-9.69640e-05,-9,-9
-9.69620e-05,-9,-7
-9.69600e-05,-9,-9
-9.69580e-05,-9,-7
-9.69560e-05,-9,-9
-9.69540e-05,-9,-9
-9.69520e-05,-9,-9
-9.69500e-05,-7,-7
-9.69480e-05,-9,-9
-9.69460e-05,-9,-7
-9.69440e-05,-9,-9
-9.69420e-05,-9,-7
-9.69400e-05,-9,-9
-9.69380e-05,-7,-7
-9.69360e-05,-9,-9
-9.69340e-05,-9,-9
-9.69320e-05,-7,-9
-9.69300e-05,-9,-7
-9.69280e-05,-9,-9
-9.69260e-05,-9,-7
-9.69240e-05,-7,-9
-9.69220e-05,-9,-7
-9.69200e-05,-9,-9
-9.69180e-05,-7,-7
-9.69160e-05,-9,-9
-9.69140e-05,-9,-7
-9.69120e-05,-9,-9
-9.69100e-05,-9,-9
-9.69080e-05,-9,-9
-9.69060e-05,-9,-7
-9.69040e-05,-9,-9
-9.69020e-05,-9,-7
-9.69000e-05,-7,-9
-9.68980e-05,-9,-7
-9.68960e-05,-7,-9
-9.68940e-05,-9,-7
-9.68920e-05,-9,-9
-9.68900e-05,-9,-7
-9.68880e-05,-7,-9
-9.68860e-05,-9,-7
-9.68840e-05,-9,-9
-9.68820e-05,-9,-7
-9.68800e-05,-9,-9
-9.68780e-05,-9,-7
-9.68760e-05,-9,-9
-9.68740e-05,-9,-7
-9.68720e-05,-9,-9
-9.68700e-05,-7,-7
-9.68680e-05,-9,-9
-9.68660e-05,-9,-9
-9.68640e-05,-9,-9
-9.68620e-05,-7,-7
-9.68600e-05,-9,-9
-9.68580e-05,-9,-9
-9.68560e-05,-9,-9
-9.68540e-05,-9,-7
-9.68520e-05,-9,-9
-9.68500e-05,-9,-7
-9.68480e-05,-9,-9
-9.68460e-05,-9,-9
-9.68440e-05,-9,-9
-9.68420e-05,-9,-9
-9.68400e-05,-9,-9
-9.68380e-05,-9,-7
-9.68360e-05,-9,-9
-9.68340e-05,-9,-7
-9.68320e-05,-9,-9
-9.68300e-05,-9,-7
-9.68280e-05,-9,-9
-9.68260e-05,-9,-7
-9.68240e-05,-9,-9
-9.68220e-05,-7,-7
-9.68200e-05,-9,-9
-9.68180e-05,-9,-7
-9.68160e-05,-9,-9
-9.68140e-05,-9,-7
-9.68120e-05,-9,-9
-9.68100e-05,-9,-9
-9.68080e-05,-9,-9
-9.68060e-05,-9,-7
-9.68040e-05,-9,-9
-9.68020e-05,-9,-7
-9.68000e-05,-9,-9
-9.67980e-05,-9,-9
-9.67960e-05,-9,-9
-9.67940e-05,-9,-7
-9.67920e-05,-7,-9
-9.67900e-05,-9,-7
-9.67880e-05,-9,-9
-9.67860e-05,-9,-7
-9.67840e-05,-9,-9
-9.67820e-05,-9,-9
-9.67800e-05,-9,-9
-9.67780e-05,-9,-7
-9.67760e-05,-9,-9
-9.67740e-05,-9,-7
-9.67720e-05,-9,-9
-9.67700e-05,-9,-7
-9.67680e-05,-9,-9
-9.67660e-05,-9,-7
-9.67640e-05,-9,-9
-9.67620e-05,-7,-7
-9.67600e-05,-7,-9
-9.67580e-05,-9,-7
-9.67560e-05,-9,-9
-9.67540e-05,-7,-7
-9.67520e-05,-7,-7
-9.67500e-05,-7,-7
-9.67480e-05,-9,-9
-9.67460e-05,-9,-7
-9.67440e-05,-7,-9
-9.67420e-05,-9,-7
-9.67400e-05,-9,-9
-9.67380e-05,-9,-7
-9.67360e-05,-9,-9
-9.67340e-05,-9,-7
-9.67320e-05,-9,-9
-9.67300e-05,-9,-9
-9.67280e-05,-9,-9
-9.67260e-05,-9,-7
-9.67240e-05,-9,-9
-9.67220e-05,-9,-9
-9.67200e-05,-9,-9
-9.67180e-05,-9,-9
-9.67160e-05,-9,-9
-9.67140e-05,-9,-7
-9.67120e-05,-7,-9
-9.67100e-05,-7,-7
-9.67080e-05,-9,-9
-9.67060e-05,-9,-7
-9.67040e-05,-9,-9
-9.67020e-05,-7,-7
-9.67000e-05,-9,-9
-9.66980e-05,-9,-7
-9.66960e-05,-9,-9
-9.66940e-05,-9,-7
-9.66920e-05,-9,-9
-9.66900e-05,-9,-7
-9.66880e-05,-9,-9
-9.66860e-05,-9,-9
-9.66840e-05,-9,-9
-9.66820e-05,-9,-7
-9.66800e-05,-7,-9
-9.66780e-05,-9,-7
-9.66760e-05,-9,-9
-9.66740e-05,-9,-7
-9.66720e-05,-9,-9
-9.66700e-05,-9,-7
-9.66680e-05,-7,-9
-9.66660e-05,-9,-7
-9.66640e-05,-9,-9
-9.66620e-05,-9,-7
-9.66600e-05,-9,-9
-9.66580e-05,-9,-7
-9.66560e-05,-9,-9
-9.66540e-05,-7,-7
-9.66520e-05,-9,-9
-9.66500e-05,-9,-7
-9.66480e-05,-9,-9
-9.66460e-05,-9,-7
-9.66440e-05,-9,-9
-9.66420e-05,-9,-7
-9.66400e-05,-9,-9
-9.66380e-05,-9,-7
-9.66360e-05,-9,-9
-9.66340e-05,-7,-7
-9.66320e-05,-7,-9
-9.66300e-05,-9,-7
-9.66280e-05,-9,-9
-9.66260e-05,-9,-9
-9.66240e-05,-9,-9
-9.66220e-05,-9,-7
-9.66200e-05,-9,-9
-9.66180e-05,-9,-7
-9.66160e-05,-9,-9
-9.66140e-05,-9,-7
-9.66120e-05,-9,-9
-9.66100e-05,-9,-9
-9.66080e-05,-9,-9
-9.66060e-05,-9,-9
-9.66040e-05,-9,-9
-9.66020e-05,-9,-9
-9.66000e-05,-7,-7
-9.65980e-05,-7,-7
-9.65960e-05,-9,-9
-9.65940e-05,-9,-7
-9.65920e-05,-9,-9
-9.65900e-05,-9,-7
-9.65880e-05,-9,-9
-9.65860e-05,-9,-7
-9.65840e-05,-9,-9
-9.65820e-05,-9,-9
-9.65800e-05,-7,-9
-9.65780e-05,-7,-7
-9.65760e-05,-7,-9
-9.65740e-05,-9,-7
-9.65720e-05,-9,-9
-9.65700e-05,-9,-7
-9.65680e-05,-9,-9
-9.65660e-05,-9,-7
-9.65640e-05,-9,-9
-9.65620e-05,-9,-7
-9.65600e-05,-9,-9
-9.65580e-05,-9,-7
-9.65560e-05,-9,-9
-9.65540e-05,-7,-7
-9.65520e-05,-9,-9
-9.65500e-05,-9,-7
-9.65480e-05,-7,-9
-9.65460e-05,-9,-7
-9.65440e-05,-9,-9
-9.65420e-05,-7,-7
-9.65400e-05,-7,-7
-9.65380e-05,-7,-7
-9.65360e-05,-9,-9
-9.65340e-05,-9,-7
-9.65320e-05,-9,-9
-9.65300e-05,-9,-7
-9.65280e-05,-9,-9
-9.65260e-05,-9,-9
-9.65240e-05,-9,-9
-9.65220e-05,-9,-7
-9.65200e-05,-7,-7
-9.65180e-05,-7,-7
-9.65160e-05,-7,-9
-9.65140e-05,-9,-7
-9.65120e-05,-7,-9
-9.65100e-05,-9,-7
-9.65080e-05,-9,-9
-9.65060e-05,-9,-9
-9.65040e-05,-9,-9
-9.65020e-05,-7,-7
-9.65000e-05,-9,-9
-9.64980e-05,-9,-7
-9.64960e-05,-9,-9
-9.64940e-05,-9,-7
-9.64920e-05,-9,-9
-9.64900e-05,-9,-7
-9.64880e-05,-9,-9
-9.64860e-05,-9,-7
-9.64840e-05,-9,-9
-9.64820e-05,-7,-7
-9.64800e-05,-7,-7
-9.64780e-05,-7,-7
-9.64760e-05,-9,-9
-9.64740e-05,-9,-7
-9.64720e-05,-9,-9
-9.64700e-05,-9,-7
-9.64680e-05,-9,-9
-9.64660e-05,-9,-7
-9.64640e-05,-9,-9
-9.64620e-05,-9,-7
-9.64600e-05,-9,-9
-9.64580e-05,-9,-9
-9.64560e-05,-9,-9
-9.64540e-05,-7,-7
-9.64520e-05,-7,-9
-9.64500e-05,-9,-7
-9.64480e-05,-7,-9
-9.64460e-05,-9,-7
-9.64440e-05,-9,-9
-9.64420e-05,-9,-7
-9.64400e-05,-9,-9
-9.64380e-05,-9,-9
-9.64360e-05,-9,-9
-9.64340e-05,-7,-7
-9.64320e-05,-9,-9
-9.64300e-05,-9,-9
-9.64280e-05,-9,-9
-9.64260e-05,-9,-7
-9.64240e-05,-9,-9
-9.64220e-05,-9,-7
-9.64200e-05,-9,-9
-9.64180e-05,-7,-7
-9.64160e-05,-9,-9
-9.64140e-05,-9,-7
-9.64120e-05,-9,-9
-9.64100e-05,-9,-7
-9.64080e-05,-9,-9
-9.64060e-05,-9,-7
-9.64040e-05,-7,-7
-9.64020e-05,-7,-7
-9.64000e-05,-9,-9
-9.63980e-05,-9,-9
-9.63960e-05,-9,-9
-9.63940e-05,-9,-7
-9.63920e-05,-9,-9
-9.63900e-05,-7,-7
-9.63880e-05,-7,-9
-9.63860e-05,-9,-7
-9.63840e-05,-7,-9
-9.63820e-05,-9,-7
-9.63800e-05,-9,-9
-9.63780e-05,-7,-7
-9.63760e-05,-7,-9
-9.63740e-05,-9,-7
-9.63720e-05,-9,-9
-9.63700e-05,-9,-9
-9.63680e-05,-9,-9
-9.63660e-05,-9,-9
-9.63640e-05,-7,-9
-9.63620e-05,-7,-7
-9.63600e-05,-7,-9
-9.63580e-05,-9,-7
-9.63560e-05,-9,-9
-9.63540e-05,-9,-7
-9.63520e-05,-9,-9
-9.63500e-05,-9,-7
-9.63480e-05,-9,-9
-9.63460e-05,-9,-7
-9.63440e-05,-9,-9
-9.63420e-05,-9,-7
-9.63400e-05,-9,-9
-9.63380e-05,-7,-7
-9.63360e-05,-7,-7
-9.63340e-05,-7,-7
-9.63320e-05,-7,-9
-9.63300e-05,-9,-7
-9.63280e-05,-9,-9
-9.63260e-05,-9,-9
-9.63240e-05,-9,-9
-9.63220e-05,-7,-7
-9.63200e-05,-7,-9
-9.63180e-05,-9,-7
-9.63160e-05,-9,-9
-9.63140e-05,-7,-7
-9.63120e-05,-7,-9
-9.63100e-05,-9,-7
-9.63080e-05,-9,-9
-9.63060e-05,-9,-9
-9.63040e-05,-7,-9
-9.63020e-05,-9,-7
-9.63000e-05,-7,-9
-9.62980e-05,-9,-7
-9.62960e-05,-9,-9
-9.62940e-05,-9,-7
-9.62920e-05,-9,-9
-9.62900e-05,-9,-9
-9.62880e-05,-9,-9
-9.62860e-05,-9,-9
-9.62840e-05,-7,-9
-9.62820e-05,-9,-7
-9.62800e-05,-9,-9
-9.62780e-05,-9,-9
-9.62760e-05,-9,-9
-9.62740e-05,-9,-9
-9.62720e-05,-7,-9
-9.62700e-05,-9,-7
-9.62680e-05,-9,-9
-9.62660e-05,-9,-7
-9.62640e-05,-9,-9
-9.62620e-05,-9,-7
-9.62600e-05,-9,-9
-9.62580e-05,-9,-9
-9.62560e-05,-7,-9
-9.62540e-05,-9,-7
-9.62520e-05,-7,-9
-9.62500e-05,-9,-7
-9.62480e-05,-9,-9
-9.62460e-05,-9,-9
-9.62440e-05,-7,-7
-9.62420e-05,-7,-7
-9.62400e-05,-7,-7
-9.62380e-05,-7,-7
-9.62360e-05,-9,-9
-9.62340e-05,-9,-7
-9.62320e-05,-9,-9
-9.62300e-05,-9,-9
-9.62280e-05,-7,-7
-9.62260e-05,-7,-7
-9.62240e-05,-9,-9
-9.62220e-05,-9,-7
-9.62200e-05,-7,-7
-9.62180e-05,-7,-7
-9.62160e-05,-7,-7
-9.62140e-05,-7,-7
-9.62120e-05,-9,-9
-9.62100e-05,-7,-7
-9.62080e-05,-9,-9
-9.62060e-05,-9,-7
-9.62040e-05,-9,-9
-9.62020e-05,-9,-9
-9.62000e-05,-9,-9
-9.61980e-05,-7,-7
-9.61960e-05,-7,-9
-9.61940e-05,-9,-7
-9.61920e-05,-7,-9
-9.61900e-05,-9,-7
-9.61880e-05,-7,-9
-9.61860e-05,-7,-7
-9.61840e-05,-7,-9
-9.61820e-05,-7,-7
-9.61800e-05,-9,-9
-9.61780e-05,-9,-9
-9.61760e-05,-9,-9
-9.61740e-05,-9,-9
-9.61720e-05,-9,-9
-9.61700e-05,-7,-7
-9.61680e-05,-7,-9
-9.61660e-05,-9,-7
-9.61640e-05,-9,-9
-9.61620e-05,-9,-9
-9.61600e-05,-9,-9
-9.61580e-05,-7,-7
-9.61560e-05,-9,-9
-9.61540e-05,-9,-7
-9.61520e-05,-9,-9
-9.61500e-05,-7,-7
-9.61480e-05,-9,-9
-9.61460e-05,-9,-7
-9.61440e-05,-9,-9
-9.61420e-05,-9,-9
-9.61400e-05,-9,-9
-9.61380e-05,-9,-9
-9.61360e-05,-9,-9
-9.61340e-05,-9,-9
-9.61320e-05,-9,-9
-9.61300e-05,-9,-9
-9.61280e-05,-9,-9
-9.61260e-05,-9,-9
-9.61240e-05,-7,-9
-9.61220e-05,-9,-7
-9.61200e-05,-9,-9
-9.61180e-05,-9,-7
-9.61160e-05,-9,-9
-9.61140e-05,-9,-7
-9.61120e-05,-9,-9
-9.61100e-05,-9,-7
-9.61080e-05,-7,-7
-9.61060e-05,-7,-7
-9.61040e-05,-9,-9
-9.61020e-05,-7,-7
-9.61000e-05,-7,-7
-9.60980e-05,-7,-7
-9.60960e-05,-9,-9
-9.60940e-05,-9,-7
-9.60920e-05,-9,-9
-9.60900e-05,-9,-7
-9.60880e-05,-7,-7
-9.60860e-05,-7,-7
-9.60840e-05,-7,-9
-9.60820e-05,-9,-7
-9.60800e-05,-9,-9
-9.60780e-05,-9,-9
-9.60760e-05,-9,-9
-9.60740e-05,-9,-7
-9.60720e-05,-9,-9
-9.60700e-05,-9,-7
-9.60680e-05,-9,-9
-9.60660e-05,-9,-7
-9.60640e-05,-7,-7
-9.60620e-05,-7,-7
-9.60600e-05,-7,-9
-9.60580e-05,-9,-7
-9.60560e-05,-9,-9
-9.60540e-05,-9,-7
-9.60520e-05,-9,-9
-9.60500e-05,-9,-9
-9.60480e-05,-7,-9
-9.60460e-05,-9,-7
-9.60440e-05,-9,-9
-9.60420e-05,-9,-7
-9.60400e-05,-9,-9
-9.60380e-05,-9,-7
-9.60360e-05,-9,-9
-9.60340e-05,-7,-7
-9.60320e-05,-7,-9
-9.60300e-05,-9,-7
-9.60280e-05,-9,-9
-9.60260e-05,-9,-9
-9.60240e-05,-9,-9
-9.60220e-05,-9,-9
-9.60200e-05,-9,-9
-9.60180e-05,-9,-7
-9.60160e-05,-9,-9
-9.60140e-05,-9,-9
-9.60120e-05,-9,-9
-9.60100e-05,-9,-7
-9.60080e-05,-7,-7
-9.60060e-05,-7,-7
-9.60040e-05,-7,-9
-9.60020e-05,-9,-7
-9.60000e-05,-7,-7
-9.59980e-05,-7,-7
-9.59960e-05,-7,-9
-9.59940e-05,-9,-7
-9.59920e-05,-9,-9
-9.59900e-05,-9,-9
-9.59880e-05,-9,-9
-9.59860e-05,-9,-9
-9.59840e-05,-9,-9
-9.59820e-05,-9,-9
-9.59800e-05,-7,-9
-9.59780e-05,-7,-7
-9.59760e-05,-7,-9
-9.59740e-05,-9,-7
-9.59720e-05,-9,-9
-9.59700e-05,-7,-7
-9.59680e-05,-7,-7
-9.59660e-05,-7,-7
-9.59640e-05,-9,-9
-9.59620e-05,-9,-7
-9.59600e-05,-7,-9
-9.59580e-05,-9,-7
-9.59560e-05,-9,-9
-9.59540e-05,-9,-7
-9.59520e-05,-7,-7
-9.59500e-05,-7,-7
-9.59480e-05,-9,-9
-9.59460e-05,-9,-7
-9.59440e-05,-7,-9
-9.59420e-05,-9,-7
-9.59400e-05,-9,-9
-9.59380e-05,-9,-7
-9.59360e-05,-7,-7
-9.59340e-05,-7,-7
-9.59320e-05,-7,-9
-9.59300e-05,-9,-7
-9.59280e-05,-9,-9
-9.59260e-05,-9,-7
-9.59240e-05,-7,-7
-9.59220e-05,-7,-7
-9.59200e-05,-7,-9
-9.59180e-05,-9,-7
-9.59160e-05,-9,-9
-9.59140e-05,-9,-7
-9.59120e-05,-9,-9
-9.59100e-05,-9,-7
-9.59080e-05,-7,-9
-9.59060e-05,-9,-7
-9.59040e-05,-9,-9
-9.59020e-05,-7,-7
-9.59000e-05,-9,-9
-9.58980e-05,-9,-7
-9.58960e-05,-7,-9
-9.58940e-05,-9,-7
-9.58920e-05,-9,-9
-9.58900e-05,-7,-7
-9.58880e-05,-7,-7
-9.58860e-05,-7,-7
-9.58840e-05,-9,-9
-9.58820e-05,-7,-7
-9.58800e-05,-7,-7
-9.58780e-05,-7,-7
-9.58760e-05,-9,-9
-9.58740e-05,-9,-7
-9.58720e-05,-7,-9
-9.58700e-05,-9,-7
-9.58680e-05,-9,-9
-9.58660e-05,-7,-7
-9.58640e-05,-7,-7
-9.58620e-05,-7,-7
-9.58600e-05,-7,-9
-9.58580e-05,-9,-7
-9.58560e-05,-9,-9
-9.58540e-05,-9,-7
-9.58520e-05,-9,-9
-9.58500e-05,-9,-7
-9.58480e-05,-9,-9
-9.58460e-05,-9,-7
-9.58440e-05,-9,-9
-9.58420e-05,-9,-9
-9.58400e-05,-9,-9
-9.58380e-05,-9,-9
-9.58360e-05,-9,-9
-9.58340e-05,-7,-7
-9.58320e-05,-9,-9
-9.58300e-05,-9,-7
-9.58280e-05,-9,-9
-9.58260e-05,-9,-7
-9.58240e-05,-9,-9
-9.58220e-05,-9,-9
-9.58200e-05,-9,-9
-9.58180e-05,-9,-9
-9.58160e-05,-9,-9
-9.58140e-05,-9,-7
-9.58120e-05,-7,-9
-9.58100e-05,-9,-7
-9.58080e-05,-9,-9
-9.58060e-05,-7,-7
-9.58040e-05,-9,-9
-9.58020e-05,-9,-9
-9.58000e-05,-9,-9
-9.57980e-05,-7,-7
-9.57960e-05,-9,-9
-9.57940e-05,-9,-7
-9.57920e-05,-9,-9
-9.57900e-05,-9,-7
-9.57880e-05,-9,-9
-9.57860e-05,-9,-7
-9.57840e-05,-9,-9
-9.57820e-05,-7,-7
-9.57800e-05,-9,-9
-9.57780e-05,-7,-7
-9.57760e-05,-9,-9
-9.57740e-05,-9,-7
-9.57720e-05,-9,-9
-9.57700e-05,-9,-7
-9.57680e-05,-7,-9
-9.57660e-05,-9,-7
-9.57640e-05,-9,-9
-9.57620e-05,-9,-9
-9.57600e-05,-9,-9
-9.57580e-05,-9,-7
-9.57560e-05,-9,-9
-9.57540e-05,-9,-7
-9.57520e-05,-9,-9
-9.57500e-05,-9,-7
-9.57480e-05,-9,-9
-9.57460e-05,-9,-9
-9.57440e-05,-9,-9
-9.57420e-05,-7,-7
-9.57400e-05,-7,-7
-9.57380e-05,-7,-7
-9.57360e-05,-9,-9
-9.57340e-05,-7,-7
-9.57320e-05,-7,-9
-9.57300e-05,-9,-7
-9.57280e-05,-7,-9
-9.57260e-05,-9,-7
-9.57240e-05,-9,-9
-9.57220e-05,-9,-7
-9.57200e-05,-7,-7
-9.57180e-05,-7,-7
-9.57160e-05,-7,-9
-9.57140e-05,-9,-7
-9.57120e-05,-9,-9
-9.57100e-05,-9,-9
-9.57080e-05,-9,-9
-9.57060e-05,-7,-7
-9.57040e-05,-9,-9
-9.57020e-05,-9,-7
-9.57000e-05,-7,-7
-9.56980e-05,-7,-7
-9.56960e-05,-9,-9
-9.56940e-05,-7,-7
-9.56920e-05,-7,-7
-9.56900e-05,-7,-7
-9.56880e-05,-9,-9
-9.56860e-05,-7,-7
-9.56840e-05,-9,-9
-9.56820e-05,-9,-7
-9.56800e-05,-9,-9
-9.56780e-05,-9,-7
-9.56760e-05,-7,-9
-9.56740e-05,-9,-7
-9.56720e-05,-9,-9
-9.56700e-05,-7,-7
-9.56680e-05,-9,-9
-9.56660e-05,-9,-7
-9.56640e-05,-9,-9
-9.56620e-05,-9,-9
-9.56600e-05,-9,-9
-9.56580e-05,-9,-9
-9.56560e-05,-9,-9
-9.56540e-05,-9,-7
-9.56520e-05,-9,-9
-9.56500e-05,-9,-7
-9.56480e-05,-9,-9
-9.56460e-05,-9,-7
-9.56440e-05,-9,-9
-9.56420e-05,-9,-7
-9.56400e-05,-9,-9
-9.56380e-05,-9,-7
-9.56360e-05,-9,-9
-9.56340e-05,-9,-9
-9.56320e-05,-9,-9
-9.56300e-05,-7,-7
-9.56280e-05,-9,-9
-9.56260e-05,-9,-7
-9.56240e-05,-9,-9
-9.56220e-05,-7,-7
-9.56200e-05,-7,-7
-9.56180e-05,-7,-7
-9.56160e-05,-7,-7
-9.56140e-05,-7,-7
-9.56120e-05,-7,-7
-9.56100e-05,-7,-7
-9.56080e-05,-7,-7
-9.56060e-05,-7,-7
-9.56040e-05,-7,-7
-9.56020e-05,-7,-7
-9.56000e-05,-7,-9
-9.55980e-05,-9,-7
-9.55960e-05,-9,-9
-9.55940e-05,-9,-7
-9.55920e-05,-7,-7
-9.55900e-05,-7,-7
-9.55880e-05,-7,-9
-9.55860e-05,-9,-7
-9.55840e-05,-9,-9
-9.55820e-05,-9,-7
-9.55800e-05,-7,-7
-9.55780e-05,-7,-7
-9.55760e-05,-7,-9
-9.55740e-05,-9,-7
-9.55720e-05,-9,-9
-9.55700e-05,-7,-7
-9.55680e-05,-7,-9
-9.55660e-05,-9,-7
-9.55640e-05,-9,-9
-9.55620e-05,-9,-7
-9.55600e-05,-9,-9
-9.55580e-05,-7,-7
-9.55560e-05,-9,-9
-9.55540e-05,-9,-7
-9.55520e-05,-9,-9
-9.55500e-05,-7,-7
-9.55480e-05,-9,-9
-9.55460e-05,-9,-7
-9.55440e-05,-9,-9
-9.55420e-05,-7,-7
-9.55400e-05,-7,-9
-9.55380e-05,-7,-7
-9.55360e-05,-7,-9
-9.55340e-05,-9,-7
-9.55320e-05,-9,-9
-9.55300e-05,-9,-7
-9.55280e-05,-9,-9
-9.55260e-05,-9,-7
-9.55240e-05,-9,-9
-9.55220e-05,-9,-9
-9.55200e-05,-9,-9
-9.55180e-05,-9,-7
-9.55160e-05,-7,-9
-9.55140e-05,-9,-7
-9.55120e-05,-9,-9
-9.55100e-05,-7,-7
-9.55080e-05,-7,-9
-9.55060e-05,-9,-7
-9.55040e-05,-9,-9
-9.55020e-05,-9,-7
-9.55000e-05,-9,-9
-9.54980e-05,-7,-7
-9.54960e-05,-9,-9
-9.54940e-05,-9,-7
-9.54920e-05,-9,-9
-9.54900e-05,-7,-7
-9.54880e-05,-9,-9
-9.54860e-05,-9,-7
-9.54840e-05,-9,-9
-9.54820e-05,-9,-9
-9.54800e-05,-9,-9
-9.54780e-05,-9,-7
-9.54760e-05,-7,-9
-9.54740e-05,-7,-7
-9.54720e-05,-9,-9
-9.54700e-05,-9,-9
-9.54680e-05,-9,-9
-9.54660e-05,-9,-9
-9.54640e-05,-9,-9
-9.54620e-05,-9,-7
-9.54600e-05,-9,-9
-9.54580e-05,-9,-9
-9.54560e-05,-9,-9
-9.54540e-05,-9,-7
-9.54520e-05,-7,-9
-9.54500e-05,-9,-7
-9.54480e-05,-9,-9
-9.54460e-05,-9,-9
-9.54440e-05,-9,-9
-9.54420e-05,-9,-9
-9.54400e-05,-9,-9
-9.54380e-05,-9,-9
-9.54360e-05,-9,-9
-9.54340e-05,-9,-7
-9.54320e-05,-9,-9
-9.54300e-05,-9,-7
-9.54280e-05,-9,-9
-9.54260e-05,-9,-7
-9.54240e-05,-9,-9
-9.54220e-05,-9,-7
-9.54200e-05,-9,-9
-9.54180e-05,-7,-7
-9.54160e-05,-9,-9
-9.54140e-05,-9,-7
-9.54120e-05,-9,-9
-9.54100e-05,-7,-7
-9.54080e-05,-9,-9
-9.54060e-05,-9,-7
-9.54040e-05,-9,-9
-9.54020e-05,-9,-9
-9.54000e-05,-9,-9
-9.53980e-05,-9,-9
-9.53960e-05,-9,-9
-9.53940e-05,-9,-9
-9.53920e-05,-9,-9
-9.53900e-05,-9,-9
-9.53880e-05,-9,-9
-9.53860e-05,-9,-9
-9.53840e-05,-9,-9
-9.53820e-05,-9,-7
-9.53800e-05,-9,-9
-9.53780e-05,-9,-9
-9.53760e-05,-9,-9
-9.53740e-05,-9,-9
-9.53720e-05,-9,-9
-9.53700e-05,-9,-7
-9.53680e-05,-9,-9
-9.53660e-05,-9,-7
-9.53640e-05,-9,-9
-9.53620e-05,-9,-7
-9.53600e-05,-7,-9
-9.53580e-05,-9,-7
-9.53560e-05,-9,-9
-9.53540e-05,-9,-7
-9.53520e-05,-9,-9
-9.53500e-05,-7,-7
-9.53480e-05,-7,-7
-9.53460e-05,-7,-7
-9.53440e-05,-9,-9
-9.53420e-05,-9,-7
-9.53400e-05,-9,-9
-9.53380e-05,-9,-9
-9.53360e-05,-9,-9
-9.53340e-05,-9,-9
-9.53320e-05,-7,-9
-9.53300e-05,-7,-7
-9.53280e-05,-7,-9
-9.53260e-05,-7,-7
-9.53240e-05,-7,-9
-9.53220e-05,-9,-7
-9.53200e-05,-9,-9
-9.53180e-05,-9,-7
-9.53160e-05,-9,-9
-9.53140e-05,-9,-7
-9.53120e-05,-9,-9
-9.53100e-05,-7,-7
-9.53080e-05,-7,-9
-9.53060e-05,-9,-7
-9.53040e-05,-9,-9
-9.53020e-05,-7,-7
-9.53000e-05,-7,-9
-9.52980e-05,-9,-7
-9.52960e-05,-9,-9
-9.52940e-05,-9,-7
-9.52920e-05,-9,-9
-9.52900e-05,-9,-7
-9.52880e-05,-7,-9
-9.52860e-05,-9,-7
-9.52840e-05,-9,-9
-9.52820e-05,-9,-9
-9.52800e-05,-7,-9
-9.52780e-05,-7,-7
-9.52760e-05,-7,-9
-9.52740e-05,-9,-7
-9.52720e-05,-9,-9
-9.52700e-05,-9,-7
-9.52680e-05,-7,-9
-9.52660e-05,-9,-7
-9.52640e-05,-9,-9
-9.52620e-05,-9,-7
-9.52600e-05,-9,-9
-9.52580e-05,-7,-7
-9.52560e-05,-9,-9
-9.52540e-05,-9,-7
-9.52520e-05,-9,-9
-9.52500e-05,-9,-7
-9.52480e-05,-9,-9
-9.52460e-05,-9,-7
-9.52440e-05,-9,-9
-9.52420e-05,-9,-9
-9.52400e-05,-9,-9
-9.52380e-05,-9,-9
-9.52360e-05,-9,-9
-9.52340e-05,-7,-7
-9.52320e-05,-7,-9
-9.52300e-05,-9,-7
-9.52280e-05,-7,-9
-9.52260e-05,-7,-7
-9.52240e-05,-7,-9
-9.52220e-05,-9,-7
-9.52200e-05,-9,-9
-9.52180e-05,-9,-7
-9.52160e-05,-9,-9
-9.52140e-05,-7,-7
-9.52120e-05,-7,-9
-9.52100e-05,-9,-7
-9.52080e-05,-9,-9
-9.52060e-05,-9,-7
-9.52040e-05,-9,-9
-9.52020e-05,-7,-7
-9.52000e-05,-9,-9
-9.51980e-05,-7,-7
-9.51960e-05,-9,-9
-9.51940e-05,-9,-7
-9.51920e-05,-9,-9
-9.51900e-05,-9,-7
-9.51880e-05,-9,-9
-9.51860e-05,-9,-7
-9.51840e-05,-9,-9
-9.51820e-05,-9,-7
-9.51800e-05,-7,-7
-9.51780e-05,-7,-7
-9.51760e-05,-9,-9
-9.51740e-05,-9,-7
-9.51720e-05,-9,-9
-9.51700e-05,-9,-7
-9.51680e-05,-9,-9
-9.51660e-05,-9,-7
-9.51640e-05,-9,-9
-9.51620e-05,-9,-7
-9.51600e-05,-9,-9
-9.51580e-05,-9,-9
-9.51560e-05,-9,-9
-9.51540e-05,-9,-9
